student_id,name,gender,age,gpa,study_hours_per_week,programme,region,scholarship,tuition_paid
1193,Joseph Brown,Female,17,1.19,3,MSc Data Science,Eastern,Yes,15750
1291,Yaw Brown,M,31,1.27,11,MSc Economics,Ashanti,no,?
1693,Rashid Agyeman,Male,26,2.71,19,MPhil Statistics,upper west,No,7750
1698,Irene Agyeman,M,34,2.08,14,MSc Data Science,Northern,Yes,?
1739,Akosua Doe,female,20,1.71,ten,MBA,central,YES,5750
2401,Akosua Owusu,Male,23,2.85,13,MPhil Statistics,Upper East,No,15750
2089,Samuel Addo,male,27,2.71,37,MSc Economics,greater accra,YES,8000
2166,Emmanuel Mensah,Female,28,2.71,35,MSc Economics,Western,No,14500
1892,Efua Sarpong,F,27,1.7,15,MBA,Upper West,Yes,12000
1547,Irene Amankwah,female,20,1.88,26,MBA,Greater Accra,Yes,17250
1075,Irene Amankwah,Male,23,3.74,20,MBA,Eastern,Yes,16500
2241,Emmanuel Sarpong,Male,24,,26,MPhil Statistics, greater accra ,no,3750
1799,Rashid Mensah,M,34,2.15,15,MSc Data Science,Western,no,15750
1253,Samuel Agyeman,Female,31,2.16,ten,MPhil Statistics,Upper East,no,13000
1433,Abena Nkrumah,male,120,1.32,35,MSc Economics,eastern,Yes,4250
1904,Emmanuel Addo,M,twenty-two,1.49,22,MSc Data Science,Northern,No,17250
1597,Yaw Owusu,Female,22,1.1,24,MSc Data Science,northern,Yes,12750
2435,Joseph Tetteh,M,18,,28,MSc Economics,upper east,YES,12750
1012,Kojo Doe,male,31,3.96,31,MBA,Volta,No,12750
1783,Selina Lee,female,33,3.33,ten,MSc Economics,Central,No,9000
1655,Rashid Lee,female,28,2.82,23,MSc Data Science,ashanti,YES,17500
2230,Selina Lee,male,22,3.02,11,MSc Economics,western,no,11500
2016,Kofi Brown,F,32,3.65,27,MBA,central,YES,2750
1210,Efua Agyeman,Male,25,1.25,22,MSc Economics,Eastern,YES,17500
1802,Kwame Asare,F,120,2.28,12,MPhil Statistics,northern,YES,13500
2171,Kofi Brown,Female,24,3.1,9,MSc Economics,ashanti,Yes,16250
2347,Selina Amankwah,Male,31,1.31,38,MSc Economics,volta,No,8750
1180,Selina Boateng,F,29,2.76,8,MPhil Statistics, Ashanti ,No,13000
2056,Kojo Ofori,female,23,3.55,25,MPhil Statistics, central ,no,6750
1514,Abena Mensah,Female,27,2.35,30,MSc Economics,Upper West,No,13000
1313,Michael Asare,F,29,,12,MBA,Eastern,Yes,5000
1441,Adwoa Agyeman,M,24,3.74,31,MBA,ashanti,YES,2000
1622,Kojo Lee,female,20,1.75,15,MBA,Volta,no,16000
1161,Grace Owusu,male,32,1.87,4,MSc Economics,upper east,No,2500
1826,Ama Tetteh,Female,29,1.19,5,MBA,upper west,Yes,6500
1377,Yaw Addo,Female,18,1.49,3,MPhil Statistics,Central,No,5500
1206,Kojo Ofori,Male,twenty-two,1.43,30,MBA,Central,YES,13750
1917,Kwame Sarpong,Female,34,3.58,25,MBA,ashanti,Yes,9500
1289,Grace Boateng,female,19,3.44,9,MSc Data Science,central,no,4250
1057,Joseph Lee,F,23,1.61,6,MSc Economics,volta,No,7000
1685,Daniel Addo,male,18,3.38,15,MSc Data Science, Eastern ,No,4500
1385,Yaw Agyeman,male,26,2.81,19,MBA,upper west,Yes,12000
1501,Grace Amankwah,female,120,2.0,14,MBA,upper east,no,13250
1953,Adwoa Boateng,female,24,1.81,25,MSc Economics,Eastern,Yes,12250
1871,Yaw Brown,Female,18,1.01,15,MSc Economics,Greater Accra,No,13000
1232,Fatima Lee,F,22,3.37,35,MPhil Statistics,greater accra,no,3500
2285,Abena Sarpong,female,32,3.92,13,MBA,central,Yes,12000
1426,Adwoa Tetteh,male,18,2.99,27,MSc Economics,northern,no,6000
2228,Irene Lee,M,20,2.44,5,MSc Data Science,Greater Accra,YES,?
1742,Michael Addo,female,24,1.57,32,MPhil Statistics, Northern ,YES,4000
1311,Michael Sarpong,M,28,3.34,23,MSc Economics,Upper West,No,11250
1590,Grace Lee,F,23,2.45,27,MBA,Ashanti,No,11250
1238,Isaac Amankwah,Female,20,,12,MSc Economics,ashanti,Yes,8250
1237,Kwame Sarpong,F,33,3.77,33,MBA,Central,No,16000
1427,Fatima Boateng,male,22,1.19,36,MBA,Upper West,No,9000
1983,Grace Boateng,M,32,2.37,32,MSc Data Science,Central,no,10250
2366,Akosua Agyeman,F,28,1.15,3,MBA,upper east,Yes,3750
1582,Adwoa Asare,female,120,3.2,30,MSc Economics,Volta,no,3500
2144,Kwame Nkrumah,Female,33,3.21,20,MSc Data Science, eastern ,Yes,13500
1762,Emmanuel Ofori,F,120,3.5,39,MPhil Statistics,western,Yes,11250
1176,Kojo Agyeman,Female,17,1.3,26,MSc Data Science,greater accra,YES,8750
2333,Samuel Sarpong,male,26,1.94,2,MSc Economics,upper west,no,6750
2043,Yaw Nkrumah,F,33,3.26,38,MPhil Statistics,Central,YES,15500
1997,Abena Mensah,F,35,1.89,27,MSc Data Science,western,no,17500
2482,Daniel Agyeman,M,30,1.83,29,MSc Data Science,ashanti,YES,9750
1457,Fatima Mensah,female,32,2.66,24,MPhil Statistics,Central,No,10500
2337,Grace Asare,female,26,,14,MSc Data Science,northern,No,5000
2336,Kojo Ofori,male,18,1.5,27,MSc Economics,volta,Yes,3250
1838,Fatima Doe,female,34,3.51,31,MSc Data Science,ashanti,no,12000
2477,Grace Addo,M,24,2.51,26,MSc Data Science,Upper West,YES,8000
1318,Kofi Boateng,female,28,3.12,38,MPhil Statistics,Northern,YES,16250
2337,Grace Asare,female,26,,14,MSc Data Science,northern,No,5000
1999,Kwame Tetteh,male,twenty-two,2.6,38,MBA,greater accra,YES,7250
1672,Joseph Addo,male,23,2.14,16,MSc Economics,northern,YES,2000
1387,Fatima Sarpong,Male,29,1.11,5,MPhil Statistics,ashanti,YES,9000
1153,Samuel Sarpong,female,21,2.8,15,MSc Economics,Volta,No,7250
1559,Irene Lee,male,19,2.77,8,MSc Data Science,Volta,YES,8500
2434,Michael Ofori,Male,31,2.27,34,MBA,volta,No,3000
2393,Grace Ofori,female,18,2.84,7,MPhil Statistics,Upper East,YES,9750
1686,Kwame Tetteh,Male,20,1.89,22,MPhil Statistics,Eastern,YES,14000
2322,Ama Amankwah,F,22,3.0,27,MPhil Statistics, Volta ,No,3750
2484,Fatima Doe,M,19,2.92,2,MSc Data Science,Upper West,YES,5000
2391,Abena Tetteh,male,25,3.49,14,MSc Data Science,eastern,no,4250
1753,Daniel Ofori,Male,25,2.5,22,MBA,Upper East,no,16500
2398,Efua Ofori,female,18,3.61,19,MSc Economics,volta,Yes,7750
2379,Kojo Lee,Female,21,2.04,6,MSc Data Science, upper east ,No,13500
1575,Fatima Mensah,Male,32,2.17,20,MSc Data Science,Northern,No,13500
2330,Grace Ofori,Male,35,3.67,36,MSc Economics,greater accra,no,?
1265,Grace Addo,female,25,3.07,24,MSc Data Science, upper east ,No,4250
1292,Grace Boateng,Male,19,3.61,13,MSc Economics,Greater Accra,Yes,2000
2375,Joseph Sarpong,Male,19,3.99,9,MSc Economics,greater accra,no,6000
1600,Selina Lee,F,27,1.99,4,MBA,Volta,Yes,6750
2151,Akosua Mensah,Female,31,1.13,25,MSc Economics,Volta,YES,17250
1155,Grace Tetteh,male,18,1.94,19,MPhil Statistics,eastern,no,12500
2038,Rashid Amankwah,Female,27,2.59,24,MBA,Central,no,11000
1023,Daniel Ofori,male,17,3.94,31,MSc Data Science,ashanti,YES,15000
2254,Abena Boateng,M,19,1.51,12,MSc Data Science,eastern,Yes,3250
2440,Samuel Agyeman,F,23,1.79,4,MPhil Statistics, northern ,YES,2000
2135,Efua Addo,male,27,3.93,6,MSc Data Science,Western,no,4750
2212,Samuel Tetteh,M,25,1.13,1,MSc Economics,northern,No,?
2067,Isaac Boateng,M,29,2.42,26,MBA,upper east,No,5250
2430,Selina Lee,female,31,,32,MPhil Statistics,northern,Yes,5500
1824,Abena Doe,F,22,3.01,12,MSc Data Science,Upper West,YES,4500
1259,Michael Amankwah,Female,19,3.33,8,MBA,Central,YES,9750
1228,Adwoa Tetteh,F,22,2.06,4,MPhil Statistics, central ,no,8000
1317,Daniel Ofori,Female,twenty-two,2.3,30,MSc Economics, Upper East ,Yes,3250
1962,Akosua Sarpong,female,18,2.99,26,MSc Economics,eastern,Yes,8000
1108,Kwame Amankwah,male,27,2.31,25,MSc Data Science,greater accra,No,14750
2405,Daniel Boateng,male,25,3.63,ten,MSc Economics,greater accra,Yes,14250
2175,Yaw Owusu,Female,33,2.6,3,MBA,Northern,no,7500
1428,Grace Sarpong,male,20,3.05,12,MSc Data Science,northern,no,6500
1086,Efua Owusu,female,26,1.11,40,MSc Economics,upper east,YES,6250
2223,Samuel Boateng,female,26,2.59,20,MBA,upper west,No,2250
2363,Kwame Amankwah,Male,21,3.72,3,MPhil Statistics, volta ,YES,4250
2060,Adwoa Agyeman,Male,21,2.71,34,MPhil Statistics,central,No,2500
1593,Ama Lee,Male,24,2.79,4,MSc Economics,northern,No,11250
1611,Fatima Agyeman,M,33,3.4,26,MPhil Statistics, Greater Accra ,no,14500
1170,Adwoa Asare,Male,31,2.9,3,MSc Economics,volta,No,13750
1525,Fatima Owusu,Male,21,2.45,31,MPhil Statistics,Central,YES,2250
1031,Fatima Amankwah,female,24,2.55,16,MPhil Statistics,volta,Yes,8500
1011,Kojo Ofori,male,17,3.0,6,MSc Data Science,greater accra,no,6500
2304,Ama Sarpong,M,25,3.44,31,MPhil Statistics,Northern,No,2000
1439,Daniel Amankwah,Female,24,1.57,ten,MPhil Statistics,northern,Yes,4500
1343,Samuel Sarpong,Male,35,3.7,4,MSc Data Science,Northern,no,7250
1711,Michael Mensah,Female,19,3.65,ten,MSc Data Science,central,no,15000
2123,Emmanuel Lee,Female,21,1.84,16,MBA,Greater Accra,YES,17500
1459,Michael Nkrumah,Male,27,2.78,33,MSc Data Science,upper west,Yes,17750
2260,Isaac Ofori,female,27,3.68,13,MSc Data Science,eastern,No,9750
1670,Grace Ofori,Male,18,,17,MSc Data Science,Ashanti,Yes,2250
2141,Michael Asare,female,120,2.3,38,MSc Data Science,northern,Yes,9250
1126,Efua Sarpong,male,22,1.2,16,MPhil Statistics,Upper East,no,5500
1258,Fatima Mensah,F,19,3.48,40,MSc Economics,eastern,Yes,7500
2357,Fatima Brown,female,33,2.47,24,MSc Data Science,Upper West,No,10500
1862,Kofi Doe,F,19,3.88,7,MSc Data Science,Eastern,YES,18000
1314,Akosua Tetteh,Male,32,3.41,12,MPhil Statistics,western,YES,16250
1906,Fatima Addo,Male,23,2.36,20,MBA,Volta,no,14500
2073,Samuel Sarpong,male,24,3.78,28,MPhil Statistics,northern,no,12000
1005,Grace Lee,female,18,2.12,36,MBA,Eastern,no,16500
2353,Daniel Ofori,male,21,3.96,4,MSc Data Science,upper west,YES,11000
1199,Isaac Sarpong,Male,27,1.24,15,MSc Data Science, Volta ,Yes,14250
1629,Ama Brown,Female,17,1.87,2,MBA,volta,no,12500
1410,Rashid Brown,Male,24,3.26,3,MPhil Statistics,central,YES,4750
2271,Joseph Ofori,F,19,3.04,10,MBA,ashanti,No,3250
1717,Isaac Sarpong,female,22,2.5,ten,MSc Economics,upper east,No,2000
1864,Abena Boateng,female,25,3.79,2,MBA,Northern,Yes,13000
1175,Yaw Sarpong,Female,21,2.72,33,MSc Data Science,Volta,Yes,12250
2292,Abena Addo,F,22,3.59,ten,MBA,Western,No,15000
2095,Isaac Nkrumah,female,19,3.82,32,MSc Data Science,Western,no,5750
1840,Ama Ofori,male,23,2.15,21,MSc Economics,volta,YES,2250
1470,Irene Addo,female,23,2.75,27,MSc Economics,eastern,No,17250
1203,Irene Mensah,Male,21,2.52,2,MPhil Statistics, Upper West ,YES,2500
1987,Joseph Asare,F,twenty-two,4.8,37,MBA,upper west,Yes,16000
1596,Rashid Boateng,M,20,2.11,12,MPhil Statistics,Greater Accra,no,11250
1632,Kojo Owusu,male,34,2.98,13,MBA,Northern,YES,6250
1178,Emmanuel Amankwah,F,20,1.9,37,MSc Economics,volta,YES,14250
1276,Joseph Brown,male,18,2.75,21,MSc Economics,ashanti,no,11000
1922,Michael Asare,F,35,2.17,10,MBA,central,YES,9000
1413,Yaw Asare,F,29,2.83,13,MSc Economics, Western ,No,15250
1014,Fatima Sarpong,female,26,1.18,33,MPhil Statistics,Greater Accra,No,2500
1484,Grace Boateng,Female,26,1.11,18,MSc Economics,central,no,17000
1092,Emmanuel Nkrumah,Female,24,2.5,26,MSc Data Science,eastern,YES,11250
2468,Michael Brown,F,30,3.39,20,MBA,Western,No,2250
1476,Akosua Owusu,male,29,2.42,17,MSc Data Science,greater accra,Yes,12500
2360,Akosua Mensah,M,21,3.73,26,MSc Economics, Central ,Yes,12750
1539,Fatima Owusu,F,18,,9,MSc Economics, Western ,Yes,9000
1616,Irene Sarpong,F,26,3.63,ten,MSc Data Science,Northern,YES,7750
2362,Daniel Nkrumah,M,26,1.94,0,MSc Economics,Northern,No,4000
1118,Yaw Boateng,Female,34,1.13,0,MSc Economics,ashanti,No,10250
1537,Joseph Doe,Male,33,3.94,13,MSc Data Science,Northern,Yes,7000
2136,Fatima Asare,M,24,1.99,25,MSc Economics,volta,No,8500
2137,Fatima Asare,F,19,1.73,37,MBA, upper west ,YES,11750
1642,Samuel Nkrumah,male,22,1.07,15,MSc Data Science,Northern,No,8250
1603,Akosua Mensah,Female,34,2.6,28,MPhil Statistics,central,No,14000
1102,Isaac Lee,F,33,,32,MSc Economics,Volta,no,12250
2199,Kofi Nkrumah,female,33,2.01,6,MSc Economics,Northern,Yes,18000
2059,Selina Brown,female,27,3.65,8,MBA,Western,YES,?
1164,Emmanuel Addo,Female,35,2.94,24,MSc Data Science,Western,YES,8750
1112,Isaac Doe,Male,29,1.07,36,MSc Economics,ashanti,Yes,16000
1345,Ama Agyeman,F,25,3.22,28,MSc Data Science,Greater Accra,No,3750
2200,Kofi Lee,female,35,2.81,40,MSc Economics,greater accra,Yes,6500
2439,Michael Lee,F,24,,8,MBA,western,no,8250
1483,Irene Mensah,M,33,,33,MSc Economics,ashanti,No,15250
2342,Kwame Ofori,Female,26,2.35,21,MSc Economics,ashanti,YES,17000
2126,Kofi Boateng,F,32,1.2,16,MSc Economics,western,No,5250
1131,Ama Boateng,Female,17,3.5,37,MSc Data Science,Upper West,no,3750
2350,Akosua Mensah,F,26,3.59,31,MSc Data Science,western,no,6250
2310,Yaw Brown,female,27,1.22,34,MPhil Statistics,northern,No,17250
1339,Selina Boateng,Female,25,2.49,34,MSc Economics,Western,No,13750
2278,Daniel Asare,Female,24,2.59,36,MSc Data Science,Volta,no,5750
2461,Fatima Agyeman,Female,30,2.35,11,MSc Data Science,ashanti,No,4000
1073,Isaac Ofori,Female,32,2.78,37,MSc Data Science,Greater Accra,Yes,3250
1515,Kojo Lee,F,22,2.96,5,MSc Data Science,eastern,YES,16000
1985,Adwoa Lee,F,17,1.4,12,MSc Economics,Upper West,no,8000
1516,Akosua Boateng,M,17,2.69,8,MBA,upper west,Yes,7250
2378,Selina Amankwah,Male,120,1.66,5,MSc Economics,central,Yes,3250
1379,Emmanuel Lee,Female,20,3.68,17,MBA,Western,No,6750
1013,Ama Amankwah,M,29,1.39,29,MBA,upper east,No,7750
1448,Rashid Doe,female,21,2.17,22,MPhil Statistics,Ashanti,YES,14250
2002,Kwame Owusu,female,26,2.24,29,MSc Economics,Northern,no,2750
1209,Grace Brown,male,26,1.28,0,MSc Economics,Upper East,Yes,15250
1304,Akosua Lee,female,28,3.14,20,MSc Economics,Greater Accra,No,8500
1577,Yaw Sarpong,F,twenty-two,3.13,39,MSc Economics,Volta,YES,12500
1621,Adwoa Owusu,F,30,3.05,2,MSc Data Science,upper east,YES,5750
2019,Ama Owusu,male,33,3.09,25,MPhil Statistics, Eastern ,YES,4750
2250,Fatima Lee,female,26,2.85,25,MSc Data Science,upper east,No,10750
1566,Yaw Mensah,female,35,1.94,26,MSc Economics,Upper West,No,13000
2392,Selina Boateng,male,32,2.46,1,MSc Economics,central,YES,8750
1694,Michael Amankwah,Female,twenty-two,2.95,9,MPhil Statistics,western,YES,?
2231,Isaac Nkrumah,Female,19,2.86,6,MBA,western,No,8000
1955,Yaw Owusu,male,32,3.41,3,MSc Economics,Greater Accra,Yes,6250
1645,Ama Doe,M,25,2.6,22,MBA,Upper West,YES,15500
1883,Daniel Asare,female,31,3.62,5,MBA,ashanti,no,15000
1341,Kojo Ofori,F,31,3.51,34,MSc Economics,upper east,no,?
1932,Joseph Tetteh,Male,32,1.05,21,MSc Economics,western,no,3500
1347,Irene Brown,male,22,1.67,33,MSc Data Science,ashanti,no,17250
2449,Adwoa Agyeman,male,34,3.26,35,MPhil Statistics,Upper West,No,15500
2334,Adwoa Addo,female,29,3.56,27,MSc Data Science,upper west,no,16750
1305,Adwoa Nkrumah,M,26,1.03,11,MPhil Statistics,greater accra,No,15250
1037,Irene Nkrumah,female,29,1.92,19,MBA,volta,No,10750
1812,Rashid Agyeman,Female,25,1.43,2,MPhil Statistics,Central,YES,4750
1043,Kwame Addo,Female,26,,40,MSc Economics,Greater Accra,No,13750
2148,Kojo Brown,female,17,1.77,24,MBA,greater accra,no,4000
1395,Ama Doe,Male,23,,28,MSc Data Science,upper east,no,3500
1879,Kwame Ofori,Male,23,3.11,8,MBA,Greater Accra,No,6500
2115,Kojo Boateng,M,29,2.83,26,MPhil Statistics,greater accra,YES,14250
1926,Efua Ofori,male,22,1.33,38,MBA, upper west ,YES,3500
2318,Abena Lee,M,34,3.37,20,MSc Economics,Upper West,no,5750
1734,Kojo Agyeman,male,21,3.39,0,MSc Economics,Upper East,YES,9000
1460,Adwoa Brown,Female,17,2.91,36,MBA, upper west ,YES,13500
1708,Fatima Amankwah,Male,34,2.5,16,MBA,volta,No,9750
1424,Isaac Boateng,female,19,2.22,17,MSc Data Science,Upper West,YES,13000
2286,Michael Amankwah,M,21,1.29,40,MSc Data Science,Greater Accra,YES,16000
1961,Daniel Addo,Male,23,1.98,26,MSc Data Science,eastern,Yes,3000
1880,Abena Ofori,M,30,2.42,8,MSc Data Science,greater accra,no,2500
1295,Ama Amankwah,M,26,3.59,18,MPhil Statistics,upper west,YES,6750
1586,Grace Owusu,Male,25,2.84,21,MSc Economics,Western,Yes,13000
1027,Michael Brown,Female,28,2.04,3,MBA,upper west,no,14750
1681,Emmanuel Boateng,F,34,3.54,ten,MSc Data Science,central,No,10750
2063,Kofi Amankwah,Male,30,,2,MSc Economics,Upper West,No,2250
2290,Efua Owusu,F,28,3.05,27,MSc Economics,western,Yes,17250
1136,Adwoa Lee,M,28,3.44,7,MSc Data Science,Western,Yes,2000
1511,Rashid Doe,M,34,2.85,38,MPhil Statistics,Upper West,YES,11000
1211,Kwame Addo,F,31,2.29,16,MPhil Statistics,eastern,No,15750
2124,Rashid Brown,female,twenty-two,3.88,13,MSc Economics,Eastern,no,12750
1354,Joseph Addo,Male,25,3.55,29,MSc Economics,Greater Accra,No,12000
2213,Rashid Boateng,Male,34,2.64,18,MSc Economics,western,No,6000
2269,Samuel Ofori,F,20,2.72,12,MSc Economics,Western,no,11000
1853,Ama Brown,Female,18,,8,MPhil Statistics,Ashanti,Yes,7000
1056,Fatima Tetteh,Male,34,3.52,5,MSc Economics,Central,Yes,4000
1464,Irene Owusu,F,28,2.56,2,MSc Data Science,greater accra,No,11500
2444,Joseph Lee,Female,34,2.56,7,MSc Economics,upper east,YES,13750
2465,Kojo Doe,Female,21,3.11,34,MSc Economics,volta,Yes,12250
1857,Efua Brown,male,28,3.58,28,MPhil Statistics,Upper West,Yes,17750
1217,Daniel Mensah,Male,35,1.24,32,MSc Economics,Northern,No,8500
2096,Grace Doe,Female,19,,32,MPhil Statistics,greater accra,no,7250
1041,Kofi Tetteh,Female,35,1.58,12,MSc Economics,Western,no,?
1885,Irene Asare,male,22,2.87,8,MSc Economics,upper west,Yes,3250
1397,Samuel Owusu,M,34,1.48,7,MSc Economics,upper west,No,10250
2476,Kwame Agyeman,Female,20,3.4,34,MSc Economics,Western,YES,10250
2404,Irene Nkrumah,Male,29,1.19,11,MBA,greater accra,No,13500
2261,Daniel Boateng,F,22,1.77,1,MSc Data Science,ashanti,Yes,7750
2407,Joseph Sarpong,female,19,3.22,6,MBA,Northern,no,3250
2015,Daniel Lee,M,27,2.89,20,MSc Data Science,central,YES,16000
2419,Grace Agyeman,M,33,1.9,23,MSc Data Science,volta,No,3750
1179,Akosua Ofori,female,24,2.52,8,MPhil Statistics,central,no,15250
1177,Selina Ofori,Male,26,2.4,31,MBA,volta,Yes,3000
1741,Samuel Doe,F,25,3.72,9,MBA,Upper East,YES,5500
1508,Samuel Nkrumah,male,26,3.97,9,MPhil Statistics,western,no,8500
1571,Samuel Amankwah,Male,21,2.36,6,MSc Data Science,upper west,no,14750
1921,Kojo Addo,female,31,2.93,24,MPhil Statistics,Greater Accra,No,9750
2343,Ama Agyeman,Female,28,2.65,9,MPhil Statistics,Ashanti,Yes,17000
1301,Abena Asare,male,24,3.22,39,MSc Economics,Central,no,9750
2446,Yaw Amankwah,F,26,1.65,6,MPhil Statistics,northern,Yes,7250
2007,Kwame Owusu,female,21,1.99,23,MPhil Statistics, upper east ,No,6250
1640,Abena Lee,Male,35,3.08,35,MSc Data Science,Central,No,3250
1564,Adwoa Brown,M,27,2.37,2,MSc Data Science,Upper East,Yes,9000
2273,Efua Asare,female,20,1.76,33,MSc Data Science,upper east,No,13000
1079,Efua Addo,male,17,2.49,39,MPhil Statistics,Ashanti,Yes,3750
1519,Kwame Addo,M,18,3.68,2,MSc Data Science,volta,Yes,16250
2087,Joseph Boateng,male,17,2.68,29,MBA,volta,no,12750
1727,Grace Amankwah,M,17,2.38,16,MSc Economics,central,YES,14750
1229,Abena Owusu,male,29,1.66,35,MPhil Statistics,central,No,16750
1819,Irene Owusu,M,34,1.68,31,MSc Economics, western ,Yes,12000
2085,Abena Mensah,male,35,3.97,9,MSc Economics,Upper West,No,16000
1989,Joseph Tetteh,F,29,2.29,24,MSc Data Science, Eastern ,Yes,15000
1051,Fatima Addo,Female,28,,27,MPhil Statistics,Greater Accra,YES,11000
1030,Emmanuel Agyeman,male,24,2.25,30,MSc Economics,upper east,No,3250
1634,Yaw Nkrumah,male,19,1.45,ten,MBA,Central,Yes,9500
1657,Selina Amankwah,F,28,1.03,27,MPhil Statistics,Upper East,no,3000
1562,Adwoa Tetteh,Female,23,1.23,14,MSc Data Science, greater accra ,no,5250
2356,Kojo Brown,male,34,1.53,34,MBA,ashanti,No,5250
1841,Kojo Tetteh,male,35,1.43,13,MSc Data Science,eastern,No,7250
1226,Grace Sarpong,Male,24,1.51,17,MSc Data Science,Ashanti,YES,13250
1923,Adwoa Asare,female,18,3.5,27,MSc Economics,volta,Yes,2500
1204,Daniel Addo,F,21,1.08,21,MPhil Statistics,western,no,12000
1445,Kwame Tetteh,male,26,3.37,22,MPhil Statistics,western,no,2750
1372,Efua Agyeman,Female,27,2.75,20,MBA,Northern,YES,11250
1033,Isaac Tetteh,Female,35,1.01,33,MSc Economics,Central,YES,8500
2138,Kojo Boateng,male,twenty-two,3.4,37,MBA,central,Yes,11250
2225,Irene Agyeman,M,twenty-two,2.16,19,MBA,eastern,Yes,16000
1966,Joseph Agyeman,F,24,1.76,12,MSc Data Science, Northern ,YES,9250
2078,Yaw Nkrumah,Male,23,2.86,28,MSc Economics,western,YES,6500
1894,Ama Mensah,Male,21,3.75,10,MSc Economics,western,No,9500
1669,Efua Nkrumah,Male,30,2.33,38,MSc Economics,northern,no,9750
2224,Ama Brown,Male,26,1.94,ten,MPhil Statistics,western,No,9250
2248,Emmanuel Agyeman,Female,34,1.27,35,MSc Economics,eastern,no,11750
1959,Samuel Mensah,Male,17,3.86,38,MSc Data Science,central,Yes,17750
1335,Adwoa Amankwah,Male,33,3.95,29,MSc Data Science,Upper East,no,2500
1383,Ama Ofori,M,29,1.88,38,MSc Data Science,greater accra,no,12750
2102,Kofi Addo,male,35,3.4,31,MSc Data Science,central,YES,13250
2181,Kwame Ofori,M,25,1.11,30,MSc Economics,Upper West,No,3500
1373,Ama Asare,Male,30,2.44,32,MSc Economics,Greater Accra,no,17500
1152,Ama Asare,Female,20,1.55,7,MBA,Central,Yes,18000
1960,Adwoa Amankwah,Male,31,2.59,35,MBA,northern,Yes,8250
1223,Kofi Tetteh,female,24,3.88,8,MSc Data Science,upper west,YES,7250
1703,Michael Amankwah,Male,29,1.96,5,MSc Economics,eastern,no,3000
2205,Michael Doe,M,18,2.12,20,MPhil Statistics,upper east,No,14750
2314,Fatima Asare,Male,29,1.96,2,MBA,Greater Accra,no,17500
1855,Akosua Ofori,Female,23,2.84,12,MSc Data Science, Upper East ,YES,8250
1834,Rashid Lee,M,25,1.01,4,MBA,northern,no,16000
1114,Daniel Doe,Male,23,3.27,5,MSc Data Science,Central,YES,?
1049,Kojo Sarpong,Male,27,1.67,18,MPhil Statistics,Upper East,Yes,15000
1290,Isaac Mensah,F,25,2.61,33,MSc Economics,central,no,4250
2022,Daniel Mensah,Male,26,2.08,12,MBA,upper west,YES,12750
1207,Irene Brown,male,23,1.46,11,MBA,Ashanti,YES,13750
1974,Emmanuel Brown,Male,21,1.21,35,MBA,northern,YES,11000
1633,Fatima Tetteh,Male,21,2.09,25,MSc Economics,volta,no,6750
1776,Kojo Amankwah,F,34,1.53,17,MSc Data Science,Northern,Yes,8500
1890,Daniel Tetteh,female,25,1.1,6,MSc Data Science,central,No,10000
1900,Irene Sarpong,F,20,1.99,23,MSc Economics,central,No,17500
1833,Grace Boateng,female,20,3.73,17,MSc Data Science,Upper East,no,7250
1684,Kwame Nkrumah,Female,35,1.5,6,MSc Economics,volta,no,5250
2390,Michael Lee,female,19,2.55,24,MSc Economics,Central,No,10500
1618,Isaac Brown,female,32,3.1,37,MSc Economics,western,no,16250
1686,Kwame Tetteh,Male,20,1.89,22,MPhil Statistics,Eastern,YES,14000
1870,Efua Owusu,male,35,3.73,33,MPhil Statistics,Volta,No,14500
1674,Samuel Owusu,female,24,3.13,34,MPhil Statistics,volta,no,16500
1750,Yaw Mensah,female,30,2.46,23,MBA,central,YES,8000
2003,Rashid Boateng,male,28,3.8,4,MBA,Ashanti,Yes,13000
2382,Adwoa Doe,Female,30,3.58,30,MBA, Upper West ,no,16500
1409,Isaac Agyeman,M,27,1.03,9,MSc Economics, upper west ,Yes,13750
1630,Yaw Addo,Female,21,3.74,13,MSc Data Science,Northern,Yes,12500
2253,Isaac Tetteh,male,32,1.32,12,MPhil Statistics,Ashanti,No,15000
1647,Kojo Owusu,female,31,3.93,13,MSc Data Science,upper east,Yes,4000
1140,Michael Boateng,Male,17,2.16,12,MPhil Statistics,eastern,Yes,11250
2134,Kwame Lee,M,29,1.92,5,MBA,Upper West,No,4000
1914,Akosua Sarpong,male,21,2.19,7,MBA,Western,No,4250
1166,Daniel Nkrumah,male,29,3.72,39,MSc Economics, Northern ,no,5250
2109,Abena Doe,Male,19,3.46,28,MSc Economics, Volta ,YES,7000
1813,Samuel Asare,M,24,1.96,18,MSc Data Science,upper west,No,6000
1215,Abena Agyeman,F,twenty-two,1.81,25,MPhil Statistics,Eastern,No,11500
1132,Isaac Owusu,Male,19,1.15,33,MBA, eastern ,no,14000
1315,Akosua Tetteh,M,22,,14,MSc Economics,Volta,No,2250
1139,Daniel Boateng,F,twenty-two,3.87,7,MBA,Ashanti,YES,16250
2210,Kofi Owusu,female,33,2.37,33,MPhil Statistics,Eastern,No,8250
1417,Isaac Agyeman,Male,35,1.99,27,MPhil Statistics,upper east,YES,9500
2030,Michael Boateng,M,23,2.06,6,MPhil Statistics,volta,Yes,6000
