person_id,name,gender,age,education_years,region,employment_status,industry,hours_worked_per_week,monthly_income,job_search_active,survey_source
2718,Ama Brown,female,28,18,eastern,Not in Labour Force,Public Sector,36,3350.0,no,HIES
2350,Fatima Agyeman,male,48,8,eastern,Employed,Agriculture,43,5050.0,YES,hs
2472,Rashid Asare,male,29,0,Upper West,Informal,agric,35,4450.0,No,lfs
2253,Irene Amankwah,male,53,13,greater accra,Not in Labour Force,Agriculture,39,7200.0,Yes,lfs
2009,Abena Doe,male,twenty-five,4,greater accra,Self-employed,Manufacturing,4,3600.0,YES,HIES
3217,Emmanuel Agyeman,Male,31,0,northern,Not in Labour Force,serv,39,3950.0,No,hies
2684,Kofi Sarpong,Male,30,18,Central,Informal,Trade,44,5450.0,YES,HS
2816,Emmanuel Mensah,Female,27,12,western,Self-employed,Construction,16,1400.0,Yes,HIES
2219,Joseph Sarpong,male,54,12,volta,unemp,Public Sector,34,3450.0,No,lfs
2246,Yaw Brown,F,35,17,upper east,Not in Labour Force,Services,forty,6850.0,no,hies
2996,Selina Addo,female,39,5,Volta,emp,agric,47,8000.0,YES,HS
2794,Adwoa Agyeman,Male,51,7,volta,Not in Labour Force,Agriculture,30,150.0,no,hs
2245,Fatima Sarpong,M,38,6,Northern,emp,agric,44,7400.0,no,LFS
2645,Isaac Brown,female,24,2,Volta,Informal,agric,70,7550.0,YES,LFS
2212,Kojo Brown,Male,24,19,central,Unemployed,serv,36,4700.0,YES,LFS
3128,Grace Ofori,Female,53,18,Ashanti,Informal,Trade,32,7350.0,YES,lfs
2302,Kojo Addo,female,31,11,Eastern,unemp,Public Sector,25,1044.0,no,lfs
2512,Samuel Brown,F,47,8,Central,Unemployed,Manufacturing,40,2900.0,No,HS
3312,Fatima Doe,F,51,14,volta,Not in Labour Force,Trade,24,1600.0,no,HIES
2975,Irene Brown,male,36,7,central,Unemployed,Manufacturing,37,6750.0,Yes,LFS
2300,Irene Brown,male,58,18,Western,Informal,Public Sector,8,3300.0,Yes,HIES
3458,Samuel Doe,F,64,0,eastern,unemp,Agriculture,30,6500.0,No,LFS
2225,Isaac Amankwah,female,34,13,Central,unemp,Trade,6,3250.0,Yes,HIES
2147,Ama Nkrumah,M,54,19,eastern,Self-employed,Construction,43,5400.0,no,HS
2539,Adwoa Mensah,Male,65,3,Northern,emp,Manufacturing,19,2450.0,Yes,hs
3287,Samuel Mensah,M,15,19,greater accra,Informal,Construction,65,1650.0,YES,LFS
3224,Abena Ofori,Female,58,3,northern,Not in Labour Force,Public Sector,5,3450.0,Yes,hies
2617,Efua Agyeman,male,twenty-five,2,Upper East,unemp,Agriculture,11,7300.0,no,HIES
2276,Samuel Ofori,Male,19,14,Upper East,Not in Labour Force,Agriculture,52,3800.0,No,HIES
3172,Efua Lee,F,58,12,ashanti,Employed,Construction,15,3600.0,no,HS
3129,Yaw Ofori,male,37,9,Eastern,Unemployed,Services,50,800.0,No,hies
2313,Emmanuel Asare,M,46,2,Western,Not in Labour Force,Manufacturing,65,1700.0,no,hs
2051,Selina Agyeman,male,45,18,upper west,unemp,agric,15,2428.0,No,LFS
3448,Joseph Doe,M,58,19,central,unemp,Manufacturing,29,1624.0,No,LFS
2286,Grace Boateng,Male,42,5,volta,emp,Manufacturing,52,5050.0,No,hies
2908,Ama Brown,female,64,9,Central,emp,Services,36,250.0,No,LFS
2660,Emmanuel Mensah,female,51,8,upper west,Unemployed,Agriculture,6,,Yes,HIES
2738,Joseph Doe,Female,59,18,eastern,Employed,Services,5,850.0,YES,hs
2778,Ama Owusu,Female,59,16,Upper East,Informal,Public Sector,13,3900.0,no,hies
2726,Emmanuel Boateng,M,18,20,western,Unemployed,Trade,32,5800.0,Yes,lfs
3262,Daniel Sarpong,female,27,7,upper west,Not in Labour Force,serv,17,2700.0,no,HS
2403,Abena Lee,male,110,17,Greater Accra,Self-employed,Construction,64,1200.0,No,hs
2442,Selina Brown,male,20,11,Ashanti,Unemployed,serv,37,3700.0,No,LFS
2933,Yaw Agyeman,Female,17,18,Central,unemp,Public Sector,63,,No,lfs
2180,Yaw Nkrumah,Male,50,10,eastern,unemp,agric,30,6750.0,YES,lfs
3328,Daniel Doe,Male,38,2,ashanti,Not in Labour Force,Trade,11,3600.0,no,hs
3031,Kwame Doe,Male,36,15,western,emp,Manufacturing,28,6750.0,no,lfs
2800,Yaw Nkrumah,female,42,0,Upper West,Employed,agric,6,4800.0,No,lfs
2047,Daniel Addo,M,110,1,upper west,Employed,agric,34,1500.0,YES,LFS
3007,Emmanuel Addo,male,58,16,Eastern,Employed,Construction,59,7200.0,no,LFS
3118,Michael Boateng,Male,63,9,Upper West,emp,Construction,50,4350.0,no,HIES
2458,Kojo Lee,male,17,2,Northern,Informal,Services,47,4350.0,YES,hs
3244,Efua Amankwah,M,64,7,Northern,Employed,Public Sector,40,3150.0,no,LFS
2418,Efua Owusu,M,21,12,western,Informal,Manufacturing,50,5600.0,YES,hs
3474,Kwame Nkrumah,Male,53,21,Western,Not in Labour Force,Trade,21,3950.0,no,LFS
2441,Kwame Nkrumah,male,62,5,upper east,Employed,serv,0,1500.0,Yes,LFS
2216,Efua Doe,female,46,17,western,Self-employed,Agriculture,21,5050.0,no,hies
3465,Joseph Owusu,female,17,8,Western,emp,serv,11,250.0,YES,hies
3349,Yaw Boateng,Male,19,11,eastern,Informal,Public Sector,43,1000.0,No,HS
2959,Daniel Asare,female,47,3,greater accra,unemp,Services,14,8000.0,no,hies
3301,Irene Brown,F,29,17,Eastern,Not in Labour Force,Public Sector,forty,6350.0,YES,hs
2018,Isaac Doe,Female,57,1,central,Employed,Agriculture,64,2450.0,no,hs
2026,Adwoa Brown,female,23,6,Ashanti,Employed,Public Sector,13,4800.0,no,HS
2371,Fatima Tetteh,female,55,8,Upper East,emp,Services,64,5000.0,No,hs
3056,Michael Ofori,F,49,21,volta,Not in Labour Force,Agriculture,63,3150.0,YES,hies
2380,Grace Asare,Female,60,21,western,Employed,Manufacturing,65,7800.0,No,hies
3339,Yaw Tetteh,F,61,21,eastern,Unemployed,Construction,4,6250.0,no,HS
2643,Grace Agyeman,Male,59,2,Greater Accra,Not in Labour Force,Services,26,4700.0,no,hies
3167,Grace Nkrumah,female,21,13,Central,Self-employed,Public Sector,6,6850.0,Yes,LFS
3355,Ama Asare,Female,31,2,northern,Self-employed,Manufacturing,26,5600.0,Yes,hs
3318,Yaw Doe,F,64,11,Central,Employed,serv,55,8000.0,YES,hies
2348,Kofi Brown,F,54,18,Western,Unemployed,serv,8,,YES,lfs
3266,Efua Nkrumah,Male,63,8,Ashanti,emp,Services,10,3200.0,no,hies
3468,Kofi Doe,male,59,13,Northern,unemp,Manufacturing,11,1300.0,No,hs
3394,Yaw Sarpong,Male,110,9,western,unemp,Trade,20,1635.0,YES,HIES
3191,Emmanuel Addo,M,54,1,upper west,Self-employed,Trade,14,4850.0,YES,HS
2466,Efua Ofori,female,19,10,Central,unemp,agric,61,2050.0,YES,HS
3472,Yaw Doe,Female,45,0,Central,unemp,Public Sector,7,5150.0,Yes,HIES
2460,Daniel Brown,Male,25,5,Eastern,Not in Labour Force,serv,67,1100.0,No,lfs
3263,Daniel Mensah,F,22,9,northern,Informal,Manufacturing,36,3650.0,Yes,hs
2602,Samuel Boateng,male,22,15,upper east,Not in Labour Force,Services,54,1650.0,Yes,HS
3022,Fatima Agyeman,Female,twenty-five,20,western,Informal,serv,7,3650.0,YES,HS
2907,Irene Brown,female,40,18,ashanti,Unemployed,agric,25,6450.0,Yes,HS
2708,Isaac Brown,M,64,12,central,emp,Agriculture,18,7100.0,Yes,hs
2886,Yaw Addo,female,41,7,Greater Accra,Unemployed,Public Sector,14,,no,HS
2462,Adwoa Sarpong,F,59,0,Northern,unemp,serv,65,4500.0,No,lfs
2031,Samuel Ofori,Female,37,14,Upper East,unemp,Public Sector,34,2200.0,no,HS
3484,Isaac Owusu,male,27,2,Eastern,Unemployed,Construction,37,1805.0,No,lfs
3379,Efua Asare,female,51,12,western,Informal,Manufacturing,29,4650.0,No,lfs
3194,Ama Tetteh,F,49,17,Ashanti,unemp,serv,22,5400.0,no,hs
3067,Fatima Owusu,F,22,9,volta,Employed,agric,25,3500.0,no,HS
3107,Michael Asare,female,65,21,northern,Self-employed,Services,55,7850.0,YES,lfs
2670,Efua Addo,M,24,10,Western,Unemployed,Construction,9,,YES,LFS
2070,Grace Amankwah,F,46,5,central,emp,Agriculture,51,7500.0,no,HS
3442,Samuel Brown,M,36,11,Upper West,unemp,Agriculture,49,2750.0,Yes,HS
3470,Selina Owusu,male,52,19,greater accra,Not in Labour Force,Construction,18,1150.0,no,LFS
2958,Irene Ofori,M,28,4,upper east,Informal,Construction,59,5400.0,YES,lfs
2237,Isaac Addo,F,45,13,Greater Accra,Informal,agric,49,7600.0,no,HIES
3256,Kofi Doe,M,50,4,Eastern,Informal,agric,21,7950.0,Yes,HS
2890,Kwame Agyeman,female,52,8,Upper West,Informal,serv,62,2950.0,no,HIES
2583,Akosua Mensah,female,31,8,Ashanti,Self-employed,Construction,18,,no,HIES
3420,Michael Doe,F,40,10,eastern,Self-employed,serv,35,,No,HIES
2874,Efua Asare,F,62,8,Upper East,Unemployed,Construction,53,3150.0,YES,LFS
3087,Yaw Lee,Female,57,0,greater accra,unemp,Services,31,6100.0,No,hies
2332,Emmanuel Doe,F,60,6,ashanti,Employed,serv,28,?,YES,LFS
2483,Daniel Addo,Male,50,21,Central,Unemployed,Manufacturing,67,6100.0,Yes,HS
2980,Michael Owusu,male,32,20,Upper West,Employed,Manufacturing,49,7650.0,no,LFS
3227,Fatima Nkrumah,female,36,19,volta,Informal,Agriculture,47,6800.0,YES,hies
2693,Ama Doe,M,58,3,Eastern,Self-employed,Trade,41,5500.0,Yes,LFS
2984,Samuel Brown,female,23,1,central,unemp,serv,16,200.0,YES,hs
3086,Daniel Nkrumah,Male,51,2,eastern,Not in Labour Force,Construction,6,7450.0,no,hs
3268,Akosua Brown,M,49,7,Upper West,Employed,agric,20,4650.0,YES,hs
3077,Daniel Lee,F,35,2,Upper East,unemp,agric,19,3050.0,YES,lfs
3033,Akosua Owusu,male,35,14,Ashanti,Informal,Trade,27,3800.0,no,lfs
2516,Kojo Brown,Male,48,16,greater accra,Informal,Manufacturing,25,3550.0,No,LFS
3451,Kwame Sarpong,Female,49,8,greater accra,Employed,Trade,62,5500.0,no,LFS
3273,Kojo Addo,male,64,16,Upper West,Informal,serv,37,3500.0,no,hs
2190,Rashid Lee,Male,26,19,upper east,unemp,Services,51,2700.0,no,lfs
2203,Efua Lee,Male,60,12,upper west,Employed,serv,41,4250.0,no,hies
3438,Rashid Asare,F,60,13,northern,Employed,Trade,6,,no,HIES
3267,Fatima Ofori,female,30,9,Upper East,Informal,Public Sector,64,800.0,Yes,HS
2568,Daniel Brown,female,twenty-five,18,Upper East,Employed,Manufacturing,forty,?,Yes,lfs
2708,Isaac Brown,M,64,12,central,emp,Agriculture,18,7100.0,Yes,hs
2075,Akosua Amankwah,male,40,7,eastern,unemp,Manufacturing,44,3100.0,YES,LFS
3278,Akosua Ofori,M,25,9,volta,emp,Agriculture,33,1950.0,YES,LFS
2043,Akosua Tetteh,female,59,8,western,emp,Agriculture,47,2450.0,YES,hs
2964,Adwoa Lee,female,46,11,Ashanti,Unemployed,Trade,70,4550.0,no,HS
2910,Adwoa Ofori,Male,22,18,Ashanti,Self-employed,Construction,10,2050.0,No,lfs
2683,Abena Boateng,Female,33,0,ashanti,Informal,Public Sector,48,5850.0,no,hs
2324,Adwoa Nkrumah,F,36,7,volta,emp,serv,23,2800.0,YES,hs
2399,Kwame Asare,Female,26,19,upper east,Employed,Manufacturing,31,3650.0,no,hs
2368,Adwoa Doe,female,28,8,greater accra,unemp,Trade,32,2700.0,Yes,HS
3308,Adwoa Addo,F,twenty-five,4,Volta,Not in Labour Force,Agriculture,54,,No,LFS
2853,Rashid Mensah,Male,21,5,Eastern,Informal,Trade,47,7100.0,No,HIES
3335,Efua Asare,male,35,4,central,Informal,Services,4,5950.0,no,HS
2106,Selina Ofori,female,47,7,upper west,Self-employed,Public Sector,59,7300.0,Yes,HIES
2833,Isaac Lee,F,33,17,Volta,emp,Services,35,4600.0,YES,lfs
2967,Emmanuel Addo,Female,64,6,volta,Informal,Manufacturing,2,5400.0,no,HIES
2540,Grace Asare,female,18,9,western,emp,Trade,forty,6200.0,Yes,lfs
2288,Rashid Brown,Male,56,10,western,unemp,Services,39,970.0,No,HS
2950,Grace Ofori,F,30,6,Northern,Unemployed,Construction,26,7300.0,No,hies
2748,Yaw Asare,Male,39,17,volta,Self-employed,Construction,69,950.0,No,LFS
3272,Akosua Ofori,male,60,8,Volta,emp,Agriculture,61,3550.0,Yes,lfs
3444,Kojo Lee,female,64,14,Eastern,unemp,Public Sector,39,830.0,no,LFS
2606,Kojo Lee,Male,32,11,Western,emp,agric,24,1400.0,YES,lfs
3152,Adwoa Brown,female,25,2,Ashanti,Unemployed,agric,9,6200.0,no,LFS
2230,Daniel Mensah,Female,65,14,upper east,unemp,Manufacturing,19,1501.0,No,HIES
2569,Adwoa Nkrumah,female,47,3,northern,emp,Agriculture,11,6950.0,No,hies
2322,Fatima Ofori,Male,20,15,Upper West,Employed,Agriculture,64,3950.0,No,HS
2391,Abena Amankwah,M,42,10,ashanti,Unemployed,Trade,18,6500.0,no,hs
2574,Samuel Doe,male,42,3,central,Employed,Manufacturing,12,1750.0,no,lfs
2091,Rashid Tetteh,Female,21,16,Upper West,Employed,serv,40,6000.0,YES,LFS
3176,Rashid Boateng,F,17,0,northern,Unemployed,Construction,22,4450.0,YES,LFS
2559,Kwame Doe,male,15,18,upper west,Informal,Manufacturing,39,7200.0,Yes,HIES
2078,Kwame Doe,male,29,7,Eastern,Informal,Construction,29,5050.0,no,HIES
2364,Efua Boateng,male,63,7,Northern,Informal,agric,53,5950.0,Yes,hs
2084,Yaw Owusu,female,63,7,western,emp,Construction,20,550.0,YES,hs
2126,Kofi Doe,Male,58,14,Northern,Informal,Public Sector,25,850.0,YES,HIES
2725,Kofi Mensah,Male,33,9,Central,Unemployed,Manufacturing,19,5450.0,YES,hies
2630,Adwoa Nkrumah,M,57,21,Upper East,Unemployed,Public Sector,5,7800.0,No,HIES
2080,Joseph Brown,F,34,9,Upper West,Informal,Manufacturing,55,3250.0,YES,HS
3000,Grace Asare,Male,55,15,Volta,Informal,Trade,14,2650.0,YES,HS
2873,Daniel Lee,male,62,0,greater accra,Self-employed,serv,21,6300.0,YES,HS
3430,Adwoa Asare,female,33,17,greater accra,Employed,agric,54,4650.0,YES,hs
2365,Kwame Nkrumah,male,60,11,upper east,Self-employed,Construction,38,3000.0,no,hies
2086,Grace Agyeman,male,51,2,volta,emp,Services,12,7700.0,YES,HS
2526,Emmanuel Tetteh,M,48,8,Ashanti,Self-employed,Public Sector,38,4900.0,No,HIES
2307,Akosua Addo,female,25,7,Northern,Unemployed,agric,47,5050.0,Yes,HS
2464,Selina Doe,female,42,3,Eastern,unemp,serv,forty,3850.0,no,lfs
3447,Irene Addo,F,21,21,volta,Self-employed,Public Sector,11,7000.0,No,lfs
2215,Efua Owusu,male,38,17,Upper West,unemp,Public Sector,16,4750.0,no,hs
3223,Irene Amankwah,M,38,6,Western,emp,Agriculture,forty,5150.0,Yes,LFS
3464,Adwoa Sarpong,Female,32,1,Eastern,Self-employed,serv,38,7200.0,Yes,LFS
2671,Rashid Addo,F,20,0,Central,Unemployed,Public Sector,16,250.0,No,HIES
2282,Samuel Asare,F,54,5,Ashanti,Unemployed,Public Sector,47,950.0,Yes,HS
2898,Selina Ofori,Female,58,3,Upper East,Self-employed,Manufacturing,60,4800.0,no,lfs
2419,Emmanuel Boateng,F,25,8,Greater Accra,Employed,Agriculture,25,2700.0,Yes,HS
3184,Daniel Boateng,female,50,13,ashanti,emp,Services,21,3550.0,no,HS
2954,Kofi Nkrumah,F,23,13,Eastern,Employed,Services,14,2250.0,YES,LFS
3080,Irene Nkrumah,Male,49,13,ashanti,Informal,Construction,53,,Yes,lfs
3488,Akosua Sarpong,male,58,8,central,Unemployed,Services,11,3600.0,YES,hs
3210,Kofi Addo,Female,twenty-five,2,western,emp,Public Sector,7,1950.0,Yes,hies
2815,Isaac Addo,M,60,6,Northern,Not in Labour Force,agric,53,4500.0,Yes,hs
2859,Irene Agyeman,Male,110,12,greater accra,Unemployed,Services,44,1750.0,No,HIES
2019,Efua Lee,Female,27,13,greater accra,unemp,agric,0,1200.0,Yes,HIES
3317,Adwoa Doe,M,43,0,Upper East,emp,Trade,44,800.0,no,HIES
2311,Rashid Sarpong,Male,24,18,Western,Informal,Services,21,2650.0,No,lfs
2655,Joseph Nkrumah,female,32,20,greater accra,emp,Services,27,3700.0,No,hies
2524,Abena Ofori,male,55,13,Northern,Employed,Construction,66,4850.0,Yes,hies
2931,Kwame Amankwah,F,39,17,Ashanti,unemp,Trade,38,7800.0,no,HIES
2582,Adwoa Addo,male,54,12,ashanti,unemp,agric,40,?,Yes,LFS
2989,Yaw Asare,female,19,3,Ashanti,Employed,Agriculture,43,6300.0,Yes,lfs
2813,Samuel Ofori,Female,32,17,upper west,emp,Trade,16,7450.0,Yes,HIES
3036,Samuel Sarpong,male,26,17,Western,Informal,Manufacturing,28,1150.0,Yes,lfs
3015,Ama Asare,female,23,15,western,Self-employed,Public Sector,15,7850.0,Yes,HS
3370,Emmanuel Doe,female,53,5,eastern,emp,serv,10,1350.0,No,HS
2775,Irene Agyeman,Female,50,1,upper west,Informal,Services,67,4850.0,Yes,HS
3239,Grace Brown,F,45,5,Volta,Self-employed,Public Sector,41,3450.0,no,LFS
3001,Irene Ofori,Female,21,12,volta,Self-employed,Construction,33,5350.0,no,lfs
3305,Kojo Brown,Female,61,14,Upper West,Employed,Construction,27,5100.0,No,HIES
3161,Selina Owusu,Female,58,4,western,emp,agric,22,6050.0,No,lfs
2037,Yaw Agyeman,M,34,5,Ashanti,Not in Labour Force,Trade,25,3700.0,YES,hies
2581,Emmanuel Lee,male,50,18,eastern,Self-employed,serv,56,500.0,No,lfs
2776,Michael Nkrumah,M,38,10,Greater Accra,Not in Labour Force,agric,19,5000.0,No,hs
2756,Yaw Sarpong,M,16,5,Western,Not in Labour Force,serv,30,6000.0,No,HIES
2889,Fatima Nkrumah,Female,54,8,Central,Self-employed,serv,10,6700.0,Yes,hs
2263,Irene Nkrumah,M,21,13,Upper West,unemp,Manufacturing,55,4800.0,YES,lfs
2803,Joseph Sarpong,Female,53,20,Eastern,Informal,serv,54,6850.0,No,HIES
2074,Selina Brown,female,39,0,Central,Informal,Agriculture,16,7250.0,no,HS
2767,Adwoa Agyeman,Male,35,9,Volta,Informal,Agriculture,68,7300.0,No,hs
2903,Yaw Tetteh,M,24,6,upper east,emp,Public Sector,45,650.0,no,hies
3246,Samuel Agyeman,Male,61,19,upper west,unemp,Manufacturing,42,700.0,No,lfs
2837,Abena Addo,female,58,7,Upper East,Unemployed,agric,20,3000.0,YES,hs
3288,Grace Owusu,F,54,3,volta,Unemployed,Construction,64,1350.0,Yes,lfs
2680,Selina Amankwah,male,31,5,Ashanti,Informal,Agriculture,35,7450.0,YES,hs
2741,Isaac Ofori,M,31,16,upper east,Unemployed,Public Sector,10,1500.0,no,hies
2752,Adwoa Brown,female,50,15,Eastern,Employed,Services,3,5400.0,No,lfs
2341,Rashid Nkrumah,Male,35,10,Upper East,emp,Manufacturing,68,6050.0,YES,LFS
2063,Rashid Brown,female,27,8,Ashanti,unemp,Manufacturing,23,7600.0,YES,HS
2586,Kwame Doe,female,43,7,Northern,emp,Services,64,6300.0,YES,hs
3407,Fatima Boateng,female,50,12,ashanti,Self-employed,Construction,33,4200.0,Yes,hs
3182,Fatima Agyeman,M,58,16,Upper East,Unemployed,Manufacturing,6,4100.0,Yes,HS
3337,Michael Brown,male,51,6,central,Employed,agric,56,7150.0,Yes,hies
2079,Akosua Ofori,female,62,11,Greater Accra,Not in Labour Force,Public Sector,18,3550.0,YES,hies
3059,Efua Owusu,F,50,15,central,Self-employed,Construction,23,5350.0,no,hies
2905,Yaw Addo,male,21,15,eastern,emp,Manufacturing,65,5400.0,Yes,hs
2485,Isaac Mensah,female,twenty-five,14,Western,Not in Labour Force,Services,65,2300.0,YES,HIES
3073,Yaw Doe,Male,59,5,central,emp,agric,5,?,YES,LFS
2194,Samuel Agyeman,Male,58,9,western,Employed,Manufacturing,47,7000.0,YES,HIES
2717,Kojo Mensah,male,45,21,upper east,Informal,Agriculture,61,4950.0,No,lfs
3041,Abena Agyeman,F,56,7,volta,unemp,Public Sector,54,5050.0,Yes,LFS
2518,Rashid Amankwah,female,26,2,western,Self-employed,Agriculture,34,800.0,Yes,hies
2897,Selina Tetteh,Female,56,0,ashanti,Informal,Construction,3,3750.0,No,hs
2864,Efua Ofori,male,41,2,Greater Accra,unemp,Public Sector,47,5550.0,YES,hies
2702,Kwame Mensah,M,56,17,greater accra,emp,Services,27,400.0,No,hs
2396,Abena Agyeman,Female,36,4,upper east,Informal,serv,43,650.0,no,HS
2453,Kojo Amankwah,Female,54,0,volta,Unemployed,Manufacturing,50,1950.0,no,hs
3346,Michael Addo,M,35,21,Volta,Not in Labour Force,Trade,8,2250.0,no,LFS
3463,Fatima Boateng,F,25,12,Ashanti,Self-employed,Construction,70,8000.0,no,HS
2547,Yaw Amankwah,female,38,14,eastern,Employed,Trade,42,7350.0,Yes,lfs
2722,Samuel Brown,F,15,10,upper west,Self-employed,Construction,51,7050.0,No,LFS
3050,Ama Boateng,Female,24,11,Upper East,Not in Labour Force,agric,forty,1750.0,No,hs
2308,Kofi Doe,female,47,3,Greater Accra,unemp,Construction,16,2053.0,No,hies
3487,Grace Mensah,female,18,1,eastern,emp,agric,40,5550.0,no,hs
3254,Michael Ofori,M,44,14,eastern,Employed,Public Sector,54,1300.0,YES,lfs
2195,Kofi Doe,M,47,17,Western,Informal,Construction,forty,6200.0,no,hs
3443,Samuel Boateng,female,41,8,Western,emp,Public Sector,3,3650.0,Yes,lfs
2338,Samuel Boateng,F,twenty-five,0,central,Self-employed,serv,10,950.0,Yes,lfs
2181,Rashid Addo,Male,42,21,central,unemp,serv,34,6450.0,No,lfs
3310,Adwoa Amankwah,female,twenty-five,10,Volta,Unemployed,Manufacturing,19,1400.0,YES,HIES
3307,Joseph Mensah,M,65,12,upper west,Self-employed,Public Sector,42,350.0,no,LFS
3196,Kojo Sarpong,Male,38,9,northern,Informal,Public Sector,44,6500.0,no,hies
3299,Kwame Tetteh,Male,34,9,upper west,Not in Labour Force,Agriculture,70,3000.0,Yes,hies
3060,Yaw Nkrumah,female,24,21,eastern,Informal,Manufacturing,68,3050.0,Yes,HS
3214,Selina Owusu,Male,62,3,Eastern,emp,Public Sector,53,650.0,No,LFS
2278,Yaw Boateng,Male,35,12,upper west,Unemployed,Manufacturing,47,4900.0,No,LFS
2858,Irene Sarpong,M,30,16,Western,unemp,serv,25,,YES,HS
3168,Daniel Boateng,female,33,18,greater accra,Unemployed,serv,45,4300.0,No,HIES
2840,Selina Brown,Male,61,20,ashanti,Informal,Manufacturing,7,7600.0,No,HIES
2015,Kojo Asare,Male,22,13,Upper West,Employed,agric,66,4350.0,YES,LFS
3388,Kwame Mensah,F,64,7,Eastern,emp,serv,10,,no,lfs
2716,Akosua Tetteh,Female,17,3,Greater Accra,Not in Labour Force,Public Sector,4,4250.0,YES,HS
3108,Ama Agyeman,Female,49,18,Western,Not in Labour Force,Trade,69,6450.0,no,hies
2250,Kojo Doe,male,60,8,Greater Accra,Not in Labour Force,Construction,69,6350.0,YES,HIES
2415,Grace Owusu,M,26,21,upper east,Employed,Agriculture,9,6100.0,YES,LFS
2784,Selina Asare,Male,54,7,Eastern,Informal,Agriculture,65,?,no,LFS
3271,Kojo Doe,female,45,4,Upper East,Unemployed,serv,12,6700.0,YES,HS
2555,Emmanuel Ofori,F,38,20,Volta,Unemployed,agric,34,7100.0,Yes,HS
2305,Kwame Agyeman,Female,17,7,volta,Employed,Trade,13,4550.0,no,hies
2968,Irene Tetteh,F,56,10,Greater Accra,unemp,Manufacturing,31,1768.0,YES,hies
2258,Joseph Boateng,male,43,3,greater accra,Not in Labour Force,Agriculture,62,5250.0,Yes,LFS
2017,Efua Doe,F,35,14,Volta,Unemployed,serv,66,1350.0,No,hies
2696,Daniel Nkrumah,female,32,7,Upper West,Self-employed,serv,18,?,YES,hies
2956,Ama Agyeman,M,36,1,Eastern,emp,Trade,forty,2850.0,YES,LFS
2812,Akosua Brown,F,49,7,Eastern,emp,Manufacturing,58,1350.0,no,HIES
2507,Selina Lee,M,50,5,Eastern,Unemployed,Trade,20,842.0,Yes,HIES
2689,Joseph Addo,M,35,18,Western,Unemployed,Construction,61,6750.0,YES,HS
3367,Ama Mensah,female,110,19,ashanti,Informal,Agriculture,46,4800.0,Yes,hies
2917,Emmanuel Ofori,male,48,2,Volta,Unemployed,Trade,8,5400.0,No,HIES
2633,Efua Doe,M,31,16,volta,Unemployed,agric,66,6050.0,YES,HIES
3125,Daniel Tetteh,male,16,16,eastern,Unemployed,serv,25,600.0,YES,hs
2107,Grace Amankwah,Female,39,11,western,Informal,Services,47,6900.0,no,HS
2626,Fatima Brown,female,64,15,Ashanti,Self-employed,serv,59,6800.0,No,HS
3291,Grace Sarpong,M,23,0,northern,Unemployed,agric,29,5050.0,YES,LFS
2938,Kwame Doe,F,40,15,Central,emp,Construction,62,4850.0,no,HIES
2393,Selina Brown,Female,31,1,Greater Accra,unemp,Construction,20,150.0,No,lfs
3401,Isaac Amankwah,M,17,4,Western,Unemployed,Manufacturing,14,4350.0,no,hs
2132,Selina Addo,male,30,18,Volta,Unemployed,Agriculture,33,6300.0,no,LFS
3078,Akosua Addo,female,15,20,ashanti,Not in Labour Force,Agriculture,30,7750.0,Yes,lfs
3327,Ama Agyeman,female,twenty-five,21,northern,Self-employed,agric,68,1200.0,YES,lfs
2160,Kwame Ofori,F,42,0,ashanti,emp,Trade,60,1450.0,Yes,hs
2138,Emmanuel Tetteh,male,32,9,greater accra,Informal,Construction,5,3350.0,YES,hs
3359,Emmanuel Nkrumah,female,44,21,greater accra,unemp,serv,23,1761.0,YES,lfs
2169,Joseph Doe,female,62,18,Upper West,unemp,Trade,68,6100.0,YES,LFS
3111,Abena Brown,male,44,16,greater accra,emp,Manufacturing,58,5250.0,no,lfs
2924,Efua Addo,Male,23,15,Northern,Employed,Manufacturing,1,1600.0,No,hies
3097,Fatima Sarpong,male,44,8,Central,Unemployed,Trade,53,500.0,No,HIES
2851,Akosua Doe,Male,42,8,Ashanti,unemp,Agriculture,forty,1150.0,no,hies
3369,Michael Owusu,Female,46,0,ashanti,unemp,agric,33,7150.0,YES,hies
3109,Grace Boateng,male,56,3,Western,Self-employed,agric,26,4550.0,Yes,hs
3357,Michael Tetteh,female,51,0,western,unemp,Construction,28,3250.0,YES,lfs
3255,Kwame Brown,M,46,20,Central,Self-employed,Manufacturing,14,1800.0,Yes,HIES
3201,Efua Brown,male,48,21,upper east,Employed,Public Sector,34,6550.0,Yes,HS
2295,Michael Boateng,Female,17,10,western,emp,Agriculture,46,3800.0,YES,hs
2221,Daniel Ofori,Female,25,10,eastern,Not in Labour Force,Construction,4,6350.0,No,LFS
2478,Emmanuel Tetteh,Male,50,3,central,Unemployed,Trade,63,5750.0,No,hies
3348,Samuel Addo,male,45,19,Greater Accra,Employed,Public Sector,52,650.0,Yes,hs
3486,Abena Mensah,Male,34,15,Northern,Informal,Services,14,3800.0,Yes,HIES
3204,Irene Asare,Female,29,7,eastern,Informal,serv,31,1000.0,no,hs
2801,Joseph Owusu,female,23,19,western,Informal,Construction,70,?,YES,hs
2672,Emmanuel Nkrumah,F,47,10,central,Self-employed,Public Sector,21,400.0,No,lfs
